Id,UserId,Avatar,Author,Content,ReactionsCount,Depth,SubCommentsCount,CommentAt,,,Link postingan,https://www.instagram.com/p/C_vFV0xS4Ud/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
18034552477988011,1932289630,,ywnita,"Cryyyyy, terimakasih @dianpelangi 🥹🫶🇵🇸",0,0,0,09/10/2024 19:15,,,,
17880290907107513,1093452528,,hanisavitri,Masya Allah 😢 so proud of Dian Pelangi,0,0,0,09/10/2024 19:15,,,,
18043215923055907,1507831551,,wulandinyromy,Semoga keffiyeh ini menjadi saksi dan penolong kak dian d akhirat kelak,525,0,5,09/10/2024 19:15,,,,
18369300616096934,297685521,,saviraevany,❤️❤️❤️,0,0,0,09/10/2024 19:15,,,,
18336404617135419,1507831551,,wulandinyromy,Free P4l35t1n3❤️❤️❤️🔥🔥🔥🔥🔥,0,0,0,09/10/2024 19:15,,,,
18052605670803957,683205446,,intanwidyananda,Bundiii🔥🔥🔥🔥 selalu keren,3,0,0,09/10/2024 19:15,,,,
17869666266122564,1201936842,,mirandafitri,RESPECT!🔥🔥,0,0,0,09/10/2024 19:16,,,,
18005875448438146,1964594175,,78.aseu0678,❤️❤️,0,0,0,09/10/2024 19:16,,,,
17892371610072875,3836275939,,rinisefrianii,❤️,1,0,0,09/10/2024 19:16,,,,
18140140786354440,53290009,,intanwid_,🔥🔥🔥,0,0,0,09/10/2024 19:16,,,,
18039219356082928,7944817,,sarahgadrie,Kamu keren banget Masyaa Allah .. Allahumma baarik🎀,61,0,0,09/10/2024 19:16,,,,
18039348254027807,22658523,,aliahsayuti,Panutanku 😍👏👏👏,2,0,0,09/10/2024 19:17,,,,
18114790318400727,5964193776,,astrie_novia,"Masya Allah, keren banget 🥰👍",0,0,0,09/10/2024 19:17,,,,
18036352544128308,5714777777,,mima.putryherlina,❤️🇵🇸,0,0,0,09/10/2024 19:17,,,,
18037164914484820,5571470474,,dewi_mustikowati,❤️❤️,0,0,0,09/10/2024 19:17,,,,
